step,t,E_noise_floor,E_fault,spread_F,cg_A,cg_B,cg_F,d1_abft_A,d1_abft_F,d2_resid_A,d2_resid_F,d3_tmin_F,d3_tmax_F,hyb_block_err_A,hyb_block_err_F,hyb_d4_F
0,0.000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000,18,18,18,5.186e-17,5.186e-17,8.054e-09,8.054e-09,-5.181260e-10,4.009664e-01,,,
5,2.500000e-03,0.0000000000e+00,1.7622421792e-11,0.0033,17,17,17,1.010e-16,1.068e-13,8.044e-09,8.044e-09,-4.210619e-08,1.657384e+00,,,
10,5.000000e-03,0.0000000000e+00,1.1101201051e-11,0.0115,17,17,17,5.121e-17,6.124e-14,4.987e-09,4.987e-09,-1.081559e-08,2.400569e+00,,,
15,7.500000e-03,0.0000000000e+00,8.5060102960e-12,0.0181,17,17,17,4.301e-17,4.551e-14,3.581e-09,3.581e-09,0.000000e+00,2.913621e+00,,,
20,1.000000e-02,0.0000000000e+00,7.0907182253e-12,0.0233,16,16,16,2.137e-17,3.724e-14,8.050e-09,8.050e-09,0.000000e+00,3.298753e+00,,,
25,1.250000e-02,0.0000000000e+00,6.1903641845e-12,0.0275,16,16,16,1.102e-16,3.223e-14,6.547e-09,6.547e-09,0.000000e+00,3.603010e+00,,,
30,1.500000e-02,0.0000000000e+00,5.5628199230e-12,0.0310,16,16,16,2.048e-17,2.891e-14,5.486e-09,5.486e-09,0.000000e+00,3.851843e+00,,,
35,1.750000e-02,0.0000000000e+00,5.0984029232e-12,0.0339,16,16,16,6.607e-17,2.634e-14,4.690e-09,4.690e-09,0.000000e+00,4.060511e+00,,,
39,1.950000e-02,0.0000000000e+00,4.8049951215e-12,0.0356,16,16,16,9.382e-17,2.486e-14,4.180e-09,4.180e-09,0.000000e+00,4.205241e+00,,,
