step,t,E_noise_floor,E_fault,spread_F,cg_A,cg_B,cg_F,d1_abft_A,d1_abft_F,d2_resid_A,d2_resid_F,d3_tmin_F,d3_tmax_F,hyb_block_err_A,hyb_block_err_F,hyb_d4_F
0,0.000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000,18,18,18,5.186e-17,5.186e-17,8.054e-09,8.054e-09,-5.181260e-10,4.009664e-01,,,
5,2.500000e-03,0.0000000000e+00,2.7122013536e+10,0.0051,17,17,19,1.010e-16,5.336e-03,8.044e-09,4.104e-09,-8.355807e+11,3.762299e+10,,,
10,5.000000e-03,0.0000000000e+00,1.7180510738e+10,0.0118,17,17,16,5.121e-17,5.140e-03,4.987e-09,4.424e-09,-8.430014e+11,4.471538e+10,,,
15,7.500000e-03,0.0000000000e+00,1.3166619218e+10,0.0181,17,17,15,4.301e-17,5.114e-03,3.581e-09,4.808e-09,-8.440472e+11,4.476096e+10,,,
20,1.000000e-02,0.0000000000e+00,1.0976681932e+10,0.0233,16,16,14,2.137e-17,5.103e-03,8.050e-09,6.367e-09,-8.444154e+11,4.470075e+10,,,
25,1.250000e-02,0.0000000000e+00,9.5832672338e+09,0.0277,16,16,15,1.102e-16,5.097e-03,6.547e-09,3.964e-09,-8.445880e+11,4.466178e+10,,,
30,1.500000e-02,0.0000000000e+00,8.6119456481e+09,0.0313,16,16,14,2.048e-17,5.093e-03,5.486e-09,9.082e-09,-8.446831e+11,4.463800e+10,,,
35,1.750000e-02,0.0000000000e+00,7.8930688804e+09,0.0341,16,16,14,6.607e-17,5.090e-03,4.690e-09,7.347e-09,-8.447414e+11,4.462269e+10,,,
39,1.950000e-02,0.0000000000e+00,7.4388766021e+09,0.0358,16,16,14,9.382e-17,5.089e-03,4.180e-09,6.215e-09,-8.447733e+11,4.461402e+10,,,
