tag,N,dt,n_steps,nprocs,kernel,scatter,reproject_bc,kmin,kmax,rhocmin,rhocmax,fi_level,fi_rank,fi_step,fi_target,fi_bit,target_on_boundary,E_floor_max,E_floor_final,E_fault_max,step_at_max,E_fault_int,E_fault_final,thr,iters_delta_max,mean_cg_iters_A,solve_ms_A,solve_ms_B,solve_ms_F,class,spread_at_max,spread_final,detect,d1_first,d2_first,d3_first,d1_max_F,d2_max_F,d1_max_A,d2_max_A,detected_by,hybrid,hyb_block_err_max_A,hyb_block_err_max_F,d4_first_F
e,32,5.000e-04,40,1,fast,colored,0,0.000544912,2827.04,1,1,2,0,4,30148,63,0,0.000000e+00,0.000000e+00,3.392312e-07,5,1.114520e-09,2.909936e-09,1.000e-13,0,61.62,3890.277,4173.403,6245.465,persistent,0.0325,0.3941,1,4,4,-1,1.984e-09,7.941e-06,1.093e-16,9.917e-09,D1+D2,0,0.000e+00,0.000e+00,-1
