step,t,E_noise_floor,E_fault,spread_F,cg_A,cg_B,cg_F,d1_abft_A,d1_abft_F,d2_resid_A,d2_resid_F,d3_tmin_F,d3_tmax_F,hyb_block_err_A,hyb_block_err_F,hyb_d4_F
0,0.000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000,33,33,33,1.396e-17,1.396e-17,9.185e-09,9.185e-09,-4.410108e-07,3.529567e-01,,,
5,2.500000e-03,0.0000000000e+00,0.0000000000e+00,0.0000,31,31,31,2.866e-17,2.866e-17,6.934e-09,6.934e-09,-3.253571e-05,1.403067e+00,,,
10,5.000000e-03,0.0000000000e+00,0.0000000000e+00,0.0000,30,30,30,6.850e-17,6.850e-17,8.225e-09,8.225e-09,-1.908237e-04,1.995649e+00,,,
15,7.500000e-03,0.0000000000e+00,0.0000000000e+00,0.0000,30,30,30,4.762e-17,4.762e-17,5.775e-09,5.775e-09,-3.693181e-04,2.437534e+00,,,
20,1.000000e-02,0.0000000000e+00,1.0341618486e+07,0.0033,29,29,500,8.681e-17,3.646e-03,8.793e-09,2.397e+05,-4.366035e+07,7.262307e+08,,,
25,1.250000e-02,0.0000000000e+00,9.5290934163e+06,0.0134,29,29,29,2.622e-17,4.412e-03,6.984e-09,6.574e-09,-2.732782e+07,7.515035e+08,,,
30,1.500000e-02,0.0000000000e+00,8.6373129315e+06,0.0192,29,29,27,5.307e-17,4.380e-03,5.703e-09,8.955e-09,-2.689592e+07,7.527361e+08,,,
35,1.750000e-02,0.0000000000e+00,7.9567398514e+06,0.0227,28,28,26,8.852e-17,4.370e-03,9.643e-09,6.229e-09,-2.674688e+07,7.530616e+08,,,
39,1.950000e-02,0.0000000000e+00,7.5241787631e+06,0.0252,28,28,25,8.347e-17,4.366e-03,8.449e-09,9.065e-09,-2.669646e+07,7.531670e+08,,,
