tag,N,dt,n_steps,nprocs,kernel,scatter,reproject_bc,kmin,kmax,rhocmin,rhocmax,fi_level,fi_rank,fi_step,fi_target,fi_bit,target_on_boundary,E_floor_max,E_floor_final,E_fault_max,step_at_max,E_fault_int,E_fault_final,thr,iters_delta_max,mean_cg_iters_A,solve_ms_A,solve_ms_B,solve_ms_F,class,spread_at_max,spread_final,detect,d1_first,d2_first,d3_first,d1_max_F,d2_max_F,d1_max_A,d2_max_A,detected_by,hybrid,hyb_block_err_max_A,hyb_block_err_max_F,d4_first_F
e,32,5.000e-04,40,1,fast,colored,0,0.000544912,2827.04,1,1,2,0,20,10664,60,0,0.000000e+00,0.000000e+00,3.075678e-04,20,8.530495e-07,5.540775e-06,1.000e-13,0,61.62,4089.270,4354.101,5921.714,persistent,0.0035,0.2404,1,20,20,-1,6.359e-08,3.114e-04,1.093e-16,9.917e-09,D1+D2,0,0.000e+00,0.000e+00,-1
