tag,N,dt,n_steps,nprocs,kernel,scatter,reproject_bc,kmin,kmax,rhocmin,rhocmax,fi_level,fi_rank,fi_step,fi_target,fi_bit,target_on_boundary,E_floor_max,E_floor_final,E_fault_max,step_at_max,E_fault_int,E_fault_final,thr,iters_delta_max,mean_cg_iters_A,solve_ms_A,solve_ms_B,solve_ms_F,class,spread_at_max,spread_final,detect,d1_first,d2_first,d3_first,d1_max_F,d2_max_F,d1_max_A,d2_max_A,detected_by,hybrid,hyb_block_err_max_A,hyb_block_err_max_F,d4_first_F
e,32,5.000e-04,40,2,fast,colored,0,0.129925,5.27301,1,1,3,0,4,733,10,0,0.000000e+00,0.000000e+00,3.661643e-16,5,4.127964e-18,1.832389e-16,1.000e-13,0,16.48,3391.502,3450.176,3415.392,benign,0.0297,0.3073,1,-1,-1,-1,5.487e-12,9.805e-09,1.232e-16,9.805e-09,none,0,0.000e+00,0.000e+00,-1
